is_Enh	H3k27acStd	H3k4me1Std	H3k4me2Std	H3k9acStd	H3k4me3Std	H2azStd	H3k79me2Std	P300Std	ATAC	Hdac2a300705aStd	Hdac1sc6298Std	H3k36me3Std
1	3.49833333988984	7.7566666106383	2.23333333867292	8.04499998688698	2.98000002404054	15.2566667397817	4.78666670620441	16.3066665927569	0.00121424099766349	11.3483332792918	12.5100000103315	4.14333333571752
1	32.8242857967104	26.67357139928	17.4335714621203	20.268571291651	13.3657143030848	15.9950000473431	1.82642857371164	14.5349999410766	0.00113287252317865	6.00642855771418	8.24214285186359	6.20071429865701
1	8.17125000058673	16.1836998653412	7.19529993005097	6.66564997345209	3.7499999795109	1.88699998859316	42.5469501328468	3.82749999418855	0.000488656611105398	6.14625000883825	4.54514997757971	2.13250000961125
1	5.72600003480911	23.4080001592636	11.4660000503063	2.08699998706579	5.57399999201298	6.56100003421307	2.84399998448789	25.1160001039505	0.00139256449380628	8.2040000140667	9.63400005102158	3.01700000762939
1	20.9283333222071	14.1949999729792	4.27000000576178	6.28666666150093	4.2599999755621	15.9783333539963	2.0633333325386	19.0566667318344	0.00443780030138441	11.4249999920527	13.4100000659625	1.71000000524024
1	11.0249998364598	6.93749998509884	4.91749996691942	4.25249999761581	3.96750002214685	8.92750003933907	1.42249999195337	18.6949999928474	0.00386036725569284	7.22000002861023	6.58499997854233	3.40999999642372
1	12.7949999570847	42.585000038147	16.8224999308586	14.1100001633167	9.83499994128942	42.1724998950958	5.70000001788139	29.8775000572205	0.00482599767812644	22.8999998569489	15.7699999809265	3.44999999552965
1	22.6525001525879	8.27750000357628	11.2124999761581	27.7124995589256	10.7575001120567	3.14000001549721	185.797501564026	30.2674998044968	0.00160825127843054	9.18500000238419	17.4050000309944	12.2974999547005
1	12.76833319664	17.9683334032695	8.22000002861023	13.6033333341281	3.43166668216387	4.05833333730698	139.711667378743	30.4616666634878	0.00116242188926359	18.3266665935516	14.3433332045873	18.7116666634878
1	7.76333332061768	23.8000000317891	11.9916666547457	6.34333332379659	6.3316667030255	7.78000006079674	19.5883333683014	28.0900000333786	0.00398192042695882	14.7383332649867	15.9066667556763	10.0799999237061
1	79.0654550628229	32.9809089140459	22.1686363599517	55.9354545528238	21.9181818935004	48.002272605896	7.56045459346338	18.8809089823203	0.0025440419534425	8.72863639586351	12.0599999956109	5.02545453777367
1	10.093333363533	19.4466666579247	4.56666664282481	14.3316665887833	3.4233333170414	15.8666665951411	7.91500005125999	7.18000008662542	0.0019256329359511	8.8933333158493	6.62666662534078	3.64500000079473
1	8.5766666730245	17.5883333086967	5.18333328763644	9.4583332836628	0.711666669075688	4.65499997635682	10.7483333249887	14.2766667405764	0.000351492251150679	3.3950000051409	2.67666667203108	5.41666661358128
1	22.0425000389417	35.5166667898496	17.6158333867788	22.466666618983	12.2783333162467	11.1983332931995	22.3549999992053	18.9283332626025	0.00198330605206138	12.6408333727159	14.2916666318973	5.52166666897635
1	13.7837499529123	20.231250077486	4.38625000417233	22.4524999111891	8.3087499961257	7.6249999627471	24.9875001311302	11.8050000369549	0.000208418146885379	3.02875000983477	3.49875000864267	3.63249999284744
1	40.517999958992	49.3489997386932	43.1630000352859	24.5410000324249	23.239999961853	39.8700000286102	4.56699997782707	32.0729998826981	0.0101718911952194	30.2939998865128	43.3279997825623	5.02299998402596
1	8.26250001788139	45.5274996757507	40.6399998664856	14.2049998939037	14.1675000786781	10.119999974966	26.5400000810623	17.7300001382828	0.000619507832107047	10.222500026226	13.8400001525879	3.55999998748302
1	28.9918180893768	46.0977273529226	47.5463636896827	26.1963636875153	29.2836362882094	20.6749998493628	35.1809091026133	26.447727300904	0.00789600116245062	22.3990909457207	28.4795454767617	3.84272727031599
1	11.0662500336766	21.6937502622604	3.41875000670552	8.10749995708466	4.8787500038743	4.18249997496605	20.1737499535084	11.505000025034	0.000362179705189192	6.3087499756366	11.3174999430776	6.36000002920628
1	12.8500000139078	37.9125000635783	33.5783332784971	13.9483333031336	23.5283334056536	19.6150001337131	20.1625000635783	22.2216666340828	0.00984163241530647	18.8083333671093	33.5283335447311	1.91166666181137
1	21.6125000417233	30.557500243187	2.99499996751547	15.1250000745058	5.64000002294779	8.61875002831221	19.1650000214577	32.8512500524521	0.0018134369812833	15.5962501019239	24.0687501952052	27.7912497222424
1	12.386000007391	13.8189999938011	3.05900000333786	15.4689999938011	3.47800000905991	4.56000000238419	12.6250000476837	27.7170000314713	0.00217583530610136	16.4840000510216	11.2930001020432	16.7920000076294
1	9.05833319822947	23.6150002082189	2.73166666428248	15.4550001422564	6.06166665752729	6.10000002384186	17.3500001430511	28.26833375295	0.000726358345006399	11.933333337307	13.2066665093104	15.7066666682561
1	29.5233331123988	24.1216665307681	72.3316663901011	59.4383331139882	54.016666730245	166.351666609446	3.94500000247111	26.3816665410995	0.00151714653704403	17.0666666130225	15.8266666332881	4.04499999682109
1	10.3674999251962	30.1162502169609	27.7237499803305	12.4599999785423	12.0537499934435	57.381249755621	2.66874999925494	21.2399997711182	0.00253001689192388	19.0587500333786	20.4237499833107	4.43375002592802
1	13.2859999895096	42.8139998435974	46.9089998722076	24.1339998960495	22.6949998497963	132.202999973297	8.6490000128746	36.0300001382828	0.0015562485715709	39.0639998435974	29.8150000452995	3.87800000756979
1	7.07083331545194	12.4741666416327	4.16416667463879	11.2924999892712	6.67666664222876	24.9874999622504	2.41583333692203	25.5049998760223	0.000678250823742322	13.5774999707937	11.9458334048589	3.70333332878848
1	13.0524999648333	52.5349999666214	53.7075001597404	22.4025001525879	28.709999859333	61.9150000214577	6.4149999320507	46.1849995851517	0.00366906879178714	26.7724996209145	39.0975001454353	3.19750000536442
1	14.9283334529027	42.4716668128967	20.7366667588552	9.08166661858559	18.6500000953674	13.6099999348323	12.208333392938	28.3266667524974	0.00831834920526793	88.5216671625773	67.1816669305166	10.8533333738645
1	130.485001087189	22.7819999933243	99.7120001316071	138.219999504089	86.9180005073547	42.9109996795654	43.1650000095367	43.3980000019073	0.0430936080234824	128.090999412537	166.173999404907	3.85099999159574
1	9.62624989449978	4.12624998763204	6.72875002026558	3.81999998539686	3.76749999076128	2.13499999791384	5.18249999731779	12.1387501209974	0.00170284493202416	28.6075001060963	16.6687498986721	5.16499997675419
1	11.4112499207258	18.3537499755621	19.1000000685453	7.50250000506639	4.9024999961257	15.3600000143051	4.27875004103407	15.4124998450279	0.00314865505713897	37.7662500739098	30.0624998807907	4.14000000432134
1	27.4474999308586	16.3825001195073	54.4737499430776	56.4331250041723	39.0275000184774	21.3975000008941	52.0225002467632	34.9699999988079	0.00767667849708232	56.3800001144409	66.045625180006	5.09499999554828
1	22.8437501788139	66.7512502074242	39.2512501077726	22.4612500891089	17.1300001293421	91.9612494111061	7.17000000178814	46.9887498617172	0.00411812496604398	89.0150000452995	93.0049997866154	5.90374996745959
1	20.6600000659625	56.2958335081736	22.261666615804	24.3283332387606	9.88666668037573	26.487499833107	11.3016666968664	40.4899999300639	0.00563391023071138	49.8083332777023	37.41916680336	8.81416670729717
1	5.31749998684973	17.6875000596046	7.1337499320507	6.36624993756413	6.83125004731119	15.990000128746	11.1799999400973	20.1875000298023	0.00215507936899485	11.0762499570847	10.6749999374151	6.7987499833107
1	10.7633333206177	14.4183333714803	4.16166664659977	17.5200000206629	4.75166667501132	2.52666666855415	10.6466666460037	26.5616666078568	0.00265287722451224	30.7266667683919	25.4166667461395	3.57166668772697
1	13.4800000190735	16.1724999547005	4.60999999940395	10.4524999260902	2.67750001698732	6.80499997735023	17.3025001883507	41.2974998950958	0.00202184635574668	46.6849995851517	25.0200002193451	5.24750001728535
1	10.0366666316986	28.3749998807907	54.3683335781097	39.7350001335144	45.2866666316986	33.9316665331523	16.5766666928927	25.6316667397817	0.011415893676652	65.2100005149841	70.6983337402344	3.14000000804663
1	19.8166665832202	77.8683333396912	39.4266667167346	22.9199999968211	23.0266664425532	42.4266663392385	17.5316665569941	43.4433330694834	0.00423652844601747	74.6849996248881	71.1683328946431	6.60499999920527
1	18.3649999797344	42.9174998998642	11.6349999308586	25.7299999594688	7.5525000244379	23.6425001621246	9.11499997973442	70.4824995994568	0.00338998430946958	61.3025004863739	66.0374999046326	4.82500001974404
1	8.89499990642071	24.2800001502037	3.05500000715256	3.15499999187887	4.50000001490116	5.17750006914139	15.2749998271465	16.4099999666214	0.00253727213759703	9.19500005245209	11.5850000604987	10.8324998915195
1	11.4562499448657	46.0500001907349	7.31625003367662	15.4174999594688	4.85250005125999	8.05750000476837	6.93125007674098	25.6875001490116	0.00246771827294651	34.5125000625849	35.7512497007847	7.24874999001622
1	6.84666665395101	27.4799999396006	3.87166667977969	10.3283332983653	7.02500000596046	11.6916666428248	6.58000004043182	20.4250000715256	0.00124642022440336	11.0349999666214	11.3900000055631	6.16333327442408
1	7.42749997973442	13.3374998569489	1.01749998377636	9.49500003457069	3.04749999567866	9.10500001907349	2.71750000072643	14.9900000393391	0.00101706366642247	9.32749995589256	4.99750000238419	3.43999999761581
1	26.0066666404406	56.0516663789749	13.9650001327197	25.0716666777929	15.5183332661788	40.4083334207535	5.70166666309039	29.2949997981389	0.0026535899337614	16.8499999642372	26.6133335232735	4.52666667103767
1	18.2442856516157	61.414999961853	21.3021429095949	21.2114285230637	9.88785716465541	4.80499998160771	125.476428031921	24.6535714013236	0.00456163194458765	26.2571429695402	24.9178572893143	13.5007143105779
1	10.2299999644359	28.9366666475932	19.2700000206629	14.8400001525879	10.2783333261808	33.2733334700266	4.43666667242845	23.6299998362859	0.00479201485623586	26.0566669305166	33.7416669925054	0.98666666696469
1	17.0624999403954	20.2574999332428	6.84499993920326	8.85499992966652	5.78749999403954	21.0474997758865	6.44749996066093	28.4350000619888	0.00150972146155254	35.934999704361	23.4100001454353	1.46249999478459
1	7.70999997854233	17.0733333627383	2.86666666467985	7.05500003198783	4.72333330909411	9.25833332538605	2.99500001097719	8.99833341439565	0.00157412079154407	10.4333332876364	8.00333337982496	1.46833334118128
1	37.5109999060631	79.5854998588562	43.5704996585846	34.1055001705885	23.8800000309944	72.0424998283386	12.6415000200272	36.3935000658035	0.00632330276297944	46.1874999761581	41.4490002036095	5.13899999652058
1	15.9375	36.2674999237061	82.6525001525879	13.1675000190735	31.3399997353554	57.1324996948242	8.25750006735325	35.1200001239777	0.00739640616200632	43.3150006830692	63.8574997782707	3.30750000476837
1	38.1599994897842	75.4287496805191	54.7250000238419	42.0212500691414	27.4862499833107	94.3600004911423	7.89875000715256	44.7437502741814	0.0174460476131935	44.969999730587	43.4599999785423	2.89875000715256
1	5.82999994357427	39.9583334128062	5.23166666924953	17.7099999586741	6.23500000437101	64.775000333786	4.24500002215306	35.9249998728434	0.00358784861196909	29.3033335208893	26.0099999507268	6.99833337714275
1	10.3110000252724	36.8479999780655	17.7690000534058	22.8280001282692	16.1789999127388	62.1410003662109	5.55800001174211	27.9969999790192	0.00190331641680677	13.7100000619888	15.3309999227524	5.29499998390675
1	18.1049999396006	27.5950000286102	4.52666667848825	11.2949999570847	6.1083333392938	27.9616665840149	8.89833334088326	28.9183331926664	0.00201550660049785	21.386666893959	21.0266668597857	6.05999995892247
